eventID,occurenceID,associatedSequences,basisOfRecord,preparations,organismQuantity,organismQuantityType,identificationRemarks,taxonConceptID,nameAccordingTo,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank
Jaedraas-O,ERS3508481-ASV_000072,,MATERIAL_SAMPLE,DNA extract,3,DNA sequence reads,SINTAX confidence 0.99 to species level for ITS2 sequence,SH1505976.08FU,http://dx.doi.org/10.15156/BIO/SH1505976.08FU,ASV_000072,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,camphoratus,UNRANKED
Jaedraas-O,ERS3508481-ASV_000074,,MATERIAL_SAMPLE,DNA extract,15,DNA sequence reads,SINTAX confidence 1.00 to phylum level for ITS2 sequence,,,ASV_000074,Fungi,Ascomycota,,,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000075,,MATERIAL_SAMPLE,DNA extract,8,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000075,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000078,,MATERIAL_SAMPLE,DNA extract,193,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000078,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000082,,MATERIAL_SAMPLE,DNA extract,2,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000082,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000079,,MATERIAL_SAMPLE,DNA extract,53,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000079,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Articulospora,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000081,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000081,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000084,,MATERIAL_SAMPLE,DNA extract,138,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000084,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000086,,MATERIAL_SAMPLE,DNA extract,20,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000086,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000080,,MATERIAL_SAMPLE,DNA extract,28,DNA sequence reads,SINTAX confidence 1.00 to phylum level for ITS2 sequence,,,ASV_000080,Fungi,Ascomycota,,,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000085,,MATERIAL_SAMPLE,DNA extract,55,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000085,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000083,,MATERIAL_SAMPLE,DNA extract,207,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000083,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000088,,MATERIAL_SAMPLE,DNA extract,140,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000088,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000087,,MATERIAL_SAMPLE,DNA extract,180,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000087,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000090,,MATERIAL_SAMPLE,DNA extract,5,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000090,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000089,,MATERIAL_SAMPLE,DNA extract,157,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1523786.08FU,http://dx.doi.org/10.15156/BIO/SH1523786.08FU,ASV_000089,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Pezoloma,ericae,UNRANKED
Jaedraas-O,ERS3508481-ASV_000092,,MATERIAL_SAMPLE,DNA extract,151,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000092,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000094,,MATERIAL_SAMPLE,DNA extract,120,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000094,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000093,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1587494.08FU,http://dx.doi.org/10.15156/BIO/SH1587494.08FU,ASV_000093,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Elaphomycetaceae,Elaphomyces,muricatus,UNRANKED
Jaedraas-O,ERS3508481-ASV_000095,,MATERIAL_SAMPLE,DNA extract,146,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000095,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000096,,MATERIAL_SAMPLE,DNA extract,163,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000096,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000097,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000097,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000098,,MATERIAL_SAMPLE,DNA extract,10,DNA sequence reads,SINTAX confidence 0.99 to species level for ITS2 sequence,SH1564442.08FU,http://dx.doi.org/10.15156/BIO/SH1564442.08FU,ASV_000098,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,chlamydosporicum,UNRANKED
Jaedraas-O,ERS3508481-ASV_000099,,MATERIAL_SAMPLE,DNA extract,21,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1505976.08FU,http://dx.doi.org/10.15156/BIO/SH1505976.08FU,ASV_000099,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,camphoratus,UNRANKED
Jaedraas-O,ERS3508481-ASV_000104,,MATERIAL_SAMPLE,DNA extract,79,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000104,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000102,,MATERIAL_SAMPLE,DNA extract,149,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000102,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000100,,MATERIAL_SAMPLE,DNA extract,3,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000100,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000106,,MATERIAL_SAMPLE,DNA extract,149,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000106,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000105,,MATERIAL_SAMPLE,DNA extract,16,DNA sequence reads,SINTAX confidence 0.98 to genus level for ITS2 sequence,,,ASV_000105,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000091,,MATERIAL_SAMPLE,DNA extract,143,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000091,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000103,,MATERIAL_SAMPLE,DNA extract,149,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000103,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000107,,MATERIAL_SAMPLE,DNA extract,8,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000107,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000110,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000110,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Trichophaea,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000108,,MATERIAL_SAMPLE,DNA extract,3,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000108,Fungi,Ascomycota,Xylonomycetes,GS34,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000109,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000109,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000115,,MATERIAL_SAMPLE,DNA extract,81,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000115,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000113,,MATERIAL_SAMPLE,DNA extract,35,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000113,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000112,,MATERIAL_SAMPLE,DNA extract,113,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000112,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000111,,MATERIAL_SAMPLE,DNA extract,124,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000111,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000117,,MATERIAL_SAMPLE,DNA extract,14,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1523755.08FU,http://dx.doi.org/10.15156/BIO/SH1523755.08FU,ASV_000117,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Pezoloma,ericae,UNRANKED
Jaedraas-O,ERS3508481-ASV_000116,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to kingdom level for ITS2 sequence,,,ASV_000116,Fungi,,,,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000114,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000114,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000120,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000120,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000119,,MATERIAL_SAMPLE,DNA extract,13,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1509369.08FU,http://dx.doi.org/10.15156/BIO/SH1509369.08FU,ASV_000119,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetales_fam_Incertae_sedis,Resinicium,bicolor,UNRANKED
Jaedraas-O,ERS3508481-ASV_000122,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1556760.08FU,http://dx.doi.org/10.15156/BIO/SH1556760.08FU,ASV_000122,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,finlayi,UNRANKED
Jaedraas-O,ERS3508481-ASV_000121,,MATERIAL_SAMPLE,DNA extract,10,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000121,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000118,,MATERIAL_SAMPLE,DNA extract,10,DNA sequence reads,SINTAX confidence 1.00 to phylum level for ITS2 sequence,,,ASV_000118,Fungi,Ascomycota,,,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000126,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000126,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000123,,MATERIAL_SAMPLE,DNA extract,113,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1545254.08FU,http://dx.doi.org/10.15156/BIO/SH1545254.08FU,ASV_000123,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,suberi,UNRANKED
Jaedraas-O,ERS3508481-ASV_000124,,MATERIAL_SAMPLE,DNA extract,112,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1564461.08FU,http://dx.doi.org/10.15156/BIO/SH1564461.08FU,ASV_000124,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,periconioides,UNRANKED
Jaedraas-O,ERS3508481-ASV_000127,,MATERIAL_SAMPLE,DNA extract,8,DNA sequence reads,SINTAX confidence 0.98 to class level for ITS2 sequence,,,ASV_000127,Fungi,Ascomycota,Leotiomycetes,,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000125,,MATERIAL_SAMPLE,DNA extract,92,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000125,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000129,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1564287.08FU,http://dx.doi.org/10.15156/BIO/SH1564287.08FU,ASV_000129,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Pseudotomentella,tristis,UNRANKED
Jaedraas-O,ERS3508481-ASV_000128,,MATERIAL_SAMPLE,DNA extract,42,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000128,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000130,,MATERIAL_SAMPLE,DNA extract,94,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000130,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000132,,MATERIAL_SAMPLE,DNA extract,96,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000132,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000131,,MATERIAL_SAMPLE,DNA extract,104,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000131,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000134,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1556760.08FU,http://dx.doi.org/10.15156/BIO/SH1556760.08FU,ASV_000134,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,finlayi,UNRANKED
Jaedraas-O,ERS3508481-ASV_000135,,MATERIAL_SAMPLE,DNA extract,94,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000135,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000136,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000136,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000133,,MATERIAL_SAMPLE,DNA extract,2,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000133,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000137,,MATERIAL_SAMPLE,DNA extract,94,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000137,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000140,,MATERIAL_SAMPLE,DNA extract,22,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1571571.08FU,http://dx.doi.org/10.15156/BIO/SH1571571.08FU,ASV_000140,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Tylospora,fibrillosa,UNRANKED
Jaedraas-O,ERS3508481-ASV_000139,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000139,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000138,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000138,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000145,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000145,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000143,,MATERIAL_SAMPLE,DNA extract,77,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000143,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000144,,MATERIAL_SAMPLE,DNA extract,49,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1571571.08FU,http://dx.doi.org/10.15156/BIO/SH1571571.08FU,ASV_000144,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Tylospora,fibrillosa,UNRANKED
Jaedraas-O,ERS3508481-ASV_000141,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to class level for ITS2 sequence,,,ASV_000141,Fungi,Ascomycota,Leotiomycetes,,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000146,,MATERIAL_SAMPLE,DNA extract,86,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000146,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Meliniomyces,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000147,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000147,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000149,,MATERIAL_SAMPLE,DNA extract,80,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000149,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000150,,MATERIAL_SAMPLE,DNA extract,76,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000150,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000148,,MATERIAL_SAMPLE,DNA extract,29,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000148,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000151,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1577956.08FU,http://dx.doi.org/10.15156/BIO/SH1577956.08FU,ASV_000151,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,caprimulgi,UNRANKED
Jaedraas-O,ERS3508481-ASV_000155,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000155,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000153,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000153,Fungi,Ascomycota,Xylonomycetes,GS34,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000142,,MATERIAL_SAMPLE,DNA extract,89,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH2189985.08FU,http://dx.doi.org/10.15156/BIO/SH2189985.08FU,ASV_000142,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,odoratum,UNRANKED
Jaedraas-O,ERS3508481-ASV_000154,,MATERIAL_SAMPLE,DNA extract,58,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000154,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000152,,MATERIAL_SAMPLE,DNA extract,13,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1545319.08FU,http://dx.doi.org/10.15156/BIO/SH1545319.08FU,ASV_000152,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,lux-nymphae,UNRANKED
Jaedraas-O,ERS3508481-ASV_000156,,MATERIAL_SAMPLE,DNA extract,63,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000156,Fungi,Ascomycota,Sordariomycetes,Sordariales,Cephalothecaceae,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000157,,MATERIAL_SAMPLE,DNA extract,3,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000157,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000158,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,,,,ASV_000158,,,,,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000160,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000160,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000159,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000159,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000163,,MATERIAL_SAMPLE,DNA extract,20,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000163,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000161,,MATERIAL_SAMPLE,DNA extract,67,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000161,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000167,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to kingdom level for ITS2 sequence,,,ASV_000167,Fungi,,,,,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000165,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1644964.08FU,http://dx.doi.org/10.15156/BIO/SH1644964.08FU,ASV_000165,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,pinophilus,UNRANKED
Jaedraas-O,ERS3508481-ASV_000162,,MATERIAL_SAMPLE,DNA extract,17,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000162,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000164,,MATERIAL_SAMPLE,DNA extract,27,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000164,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000166,,MATERIAL_SAMPLE,DNA extract,62,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000166,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,,UNRANKED
Jaedraas-O,ERS3508481-ASV_000169,,MATERIAL_SAMPLE,DNA extract,7,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1608141.08FU,http://dx.doi.org/10.15156/BIO/SH1608141.08FU,ASV_000169,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,macrocystis,UNRANKED
Jaedraas-O,ERS3508481-ASV_000170,,MATERIAL_SAMPLE,DNA extract,3,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000170,Fungi,Basidiomycota,GS25,GS25,,,,UNRANKED
